instruction,input,output
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can Contact to Toured Ratio be exemplified?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can Contact to Toured Ratio be exemplified?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Illustrate Contact to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Illustrate Contact to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a case in point for Contact to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a case in point for Contact to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you demonstrate Contact to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you demonstrate Contact to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide an example of Prospect to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide an example of Prospect to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can Prospect to Toured Ratio be exemplified?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can Prospect to Toured Ratio be exemplified?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Illustrate Prospect to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Illustrate Prospect to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a case in point for Prospect to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a case in point for Prospect to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you demonstrate Prospect to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you demonstrate Prospect to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide an example of Prospect to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide an example of Prospect to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can Prospect to Toured % be exemplified?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can Prospect to Toured % be exemplified?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Illustrate Prospect to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Illustrate Prospect to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is a case in point for Prospect to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is a case in point for Prospect to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How can you demonstrate Prospect to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How can you demonstrate Prospect to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is Lead to Toured Ratio important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is Lead to Toured Ratio important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is Lead to Toured Ratio applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is Lead to Toured Ratio applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of Lead to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of Lead to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of Lead to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of Lead to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure Lead to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure Lead to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is Conversion Ratio important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is Conversion Ratio important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is Conversion Ratio applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is Conversion Ratio applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of Conversion Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of Conversion Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of Conversion Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of Conversion Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure Conversion Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure Conversion Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is L2T % important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is L2T % important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is L2T % applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is L2T % applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of L2T %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of L2T %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of L2T %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of L2T %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure L2T %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure L2T %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is L2T Ratio important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is L2T Ratio important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is L2T Ratio applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is L2T Ratio applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of L2T Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of L2T Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of L2T Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of L2T Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure L2T Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure L2T Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is Lead to Toured % important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is Lead to Toured % important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is Lead to Toured % applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is Lead to Toured % applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of Lead to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of Lead to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of Lead to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of Lead to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure Lead to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure Lead to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is Contact to Toured % important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is Contact to Toured % important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is Contact to Toured % applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is Contact to Toured % applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of Contact to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of Contact to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of Contact to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of Contact to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure Contact to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure Contact to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is Contact to Toured Ratio important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is Contact to Toured Ratio important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is Contact to Toured Ratio applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is Contact to Toured Ratio applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of Contact to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of Contact to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of Contact to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of Contact to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure Contact to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure Contact to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is Prospect to Toured Ratio important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is Prospect to Toured Ratio important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is Prospect to Toured Ratio applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is Prospect to Toured Ratio applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of Prospect to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of Prospect to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of Prospect to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of Prospect to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure Prospect to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure Prospect to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why is Prospect to Toured % important?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why is Prospect to Toured % important?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How is Prospect to Toured % applied from a marketing standpoint?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How is Prospect to Toured % applied from a marketing standpoint?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is business use case of Prospect to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is business use case of Prospect to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'What is the value of Prospect to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'What is the value of Prospect to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Why do we need to measure Prospect to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Why do we need to measure Prospect to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on Lead to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on Lead to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of Lead to Toured Ratio.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of Lead to Toured Ratio.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate Lead to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate Lead to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about Lead to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about Lead to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of Lead to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of Lead to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on Conversion Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on Conversion Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of Conversion Ratio.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of Conversion Ratio.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate Conversion Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate Conversion Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about Conversion Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about Conversion Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of Conversion Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of Conversion Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on L2T %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on L2T %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of L2T %.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of L2T %.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate L2T %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate L2T %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about L2T %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about L2T %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of L2T %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of L2T %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on L2T Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on L2T Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of L2T Ratio.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of L2T Ratio.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate L2T Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate L2T Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about L2T Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about L2T Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of L2T Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of L2T Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on Lead to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on Lead to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of Lead to Toured %.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of Lead to Toured %.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate Lead to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate Lead to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about Lead to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about Lead to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of Lead to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of Lead to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on Contact to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on Contact to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of Contact to Toured %.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of Contact to Toured %.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate Contact to Toured %?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate Contact to Toured %?', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Go deeper about Contact to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Go deeper about Contact to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Provide a thorough description and computation of Contact to Toured %', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Provide a thorough description and computation of Contact to Toured %', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Elaborate on Contact to Toured Ratio', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Elaborate on Contact to Toured Ratio', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'Give me a detailed explanation of Contact to Toured Ratio.', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'Give me a detailed explanation of Contact to Toured Ratio.', 'pivotCategoryRequested': 'conversionRatio'}"
"Given the question, pick the Pivot Category from the list of options. If you do not find the option in this list, say I do not know.","{'question': 'How do I calculate Contact to Toured Ratio?', 'pivotCategory': ['conversionRatio', 'conversionVelocity', 'classicAttribution']}","{'question': 'How do I calculate Contact to Toured Ratio?', 'pivotCategoryRequested': 'conversionRatio'}"
