App,Report Title,Tool,MetaData.Column.Name,Metric,Data Variant,Instruction,Input,Output
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Provide an example of this metric, Ld. to Tour. Dur.,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Provide an example of this metric,Toured to Lead Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Provide an example of this metric,Lad to Toured Duuration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Provide an example of this metric,Lead to Toured Duration???,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Provide an example of this metric,Lead to Tour Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Provide an example of this metric,Lead to Touring Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Provide an example of this metric,Lead 2 Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Provide an example of this metric,Lead~to~Toured~Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Leed to Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Lead to Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,LEAD TO TOURED DURATION,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Lead to Toured Duration#,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?, Ld. to Tour. Dur.,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Toured to Lead Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Lad to Toured Duuration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Lead to Toured Duration???,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Lead to Tour Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Lead to Touring Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Lead 2 Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can this metric be exemplified?,Lead~to~Toured~Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Leed to Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Lead to Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,LEAD TO TOURED DURATION,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Lead to Toured Duration#,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric, Ld. to Tour. Dur.,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Toured to Lead Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Lad to Toured Duuration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Lead to Toured Duration???,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Lead to Tour Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Lead to Touring Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Lead 2 Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,Illustrate this metric,Lead~to~Toured~Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Leed to Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Lead to Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,LEAD TO TOURED DURATION,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Lead to Toured Duration#,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?, Ld. to Tour. Dur.,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Toured to Lead Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Lad to Toured Duuration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Lead to Toured Duration???,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Lead to Tour Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Lead to Touring Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Lead 2 Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,What is a case in point for this metric?,Lead~to~Toured~Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Leed to Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Lead to Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,LEAD TO TOURED DURATION,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Lead to Toured Duration#,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?, Ld. to Tour. Dur.,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Toured to Lead Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Lad to Toured Duuration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Lead to Toured Duration???,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Lead to Tour Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Lead to Touring Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Lead 2 Toured Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Lede.Example,Lead to Toured Duration,Dirty,How can you demonstrate this metric?,Lead~to~Toured~Duration,"For example, let’s say the Multifamily benchmark for lead to toured conversion duration lies between 2.0 days to 5.0 days.

Now, Lead to Toured duration of:
- 3.0 days is satisfactory for your PMC.
- 1.0 day exceeds expectations.
- 6.0 days is not satisfactory. 
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Leed to Toured Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Lead to Toured Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,LEAD TO TOURED DURATION,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Lead to Toured Duration#,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?, Ld. to Tour. Dur.,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Toured to Lead Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Lad to Toured Duuration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Lead to Toured Duration???,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Lead to Tour Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Lead to Touring Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Lead 2 Toured Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,Why is this metric important?,Lead~to~Toured~Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Leed to Toured Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Lead to Toured Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,LEAD TO TOURED DURATION,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Lead to Toured Duration#,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?, Ld. to Tour. Dur.,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Toured to Lead Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Lad to Toured Duuration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Lead to Toured Duration???,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Lead to Tour Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Lead to Touring Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Lead 2 Toured Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,How is this metric applied from a marketing standpoint?,Lead~to~Toured~Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,What is business use case of this metric?,Leed to Toured Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,What is business use case of this metric?,Lead to Toured Duration,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,What is business use case of this metric?,LEAD TO TOURED DURATION,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,What is business use case of this metric?,Lead to Toured Duration#,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
ChatCDP,Conversion Analytics,Metadata,Why it matters?,Lead to Toured Duration,Dirty,What is business use case of this metric?, Ld. to Tour. Dur.,"It allows the PMC to:
- Identify areas of improvement.
- Assess the quality of lead sources. 
- Gain insights into best practices.
"
