instruction,input,output,metric,hierarchy,metadata_column_name,alias,question,data_variant,metric_name_requested,information_requested
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define the benchmark for A2L Ratio in this industry?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define the benchmark for A2L Ratio in this industry?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,A2L Ratio,How do you define the benchmark for A2L Ratio in this industry?,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does the benchmark for A2L Ratio represent in multifamily?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does the benchmark for A2L Ratio represent in multifamily?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,A2L Ratio,What does the benchmark for A2L Ratio represent in multifamily?,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what the benchmark for A2L Ratio in this industry is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what the benchmark for A2L Ratio in this industry is', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,A2L Ratio,Describe what the benchmark for A2L Ratio in this industry is,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of the benchmark for A2L Ratio in the multifamily industry', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of the benchmark for A2L Ratio in the multifamily industry', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,A2L Ratio,State the meaning of the benchmark for A2L Ratio in the multifamily industry,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is the benchmark for A2L Ratio in multifamily industry?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is the benchmark for A2L Ratio in multifamily industry?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,A2L Ratio,What is the benchmark for A2L Ratio in multifamily industry?,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How do you define the benchmark for Applied to Leased % in this industry?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How do you define the benchmark for Applied to Leased % in this industry?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,Applied to Leased %,How do you define the benchmark for Applied to Leased % in this industry?,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What does the benchmark for Applied to Leased % represent in multifamily?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What does the benchmark for Applied to Leased % represent in multifamily?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,Applied to Leased %,What does the benchmark for Applied to Leased % represent in multifamily?,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Describe what the benchmark for Applied to Leased % in this industry is', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Describe what the benchmark for Applied to Leased % in this industry is', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,Applied to Leased %,Describe what the benchmark for Applied to Leased % in this industry is,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'State the meaning of the benchmark for Applied to Leased % in the multifamily industry', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'State the meaning of the benchmark for Applied to Leased % in the multifamily industry', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,Applied to Leased %,State the meaning of the benchmark for Applied to Leased % in the multifamily industry,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is the benchmark for Applied to Leased % in multifamily industry?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is the benchmark for Applied to Leased % in multifamily industry?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-explanation', 'simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede + Lede.Example,Applied to Leased %,What is the benchmark for Applied to Leased % in multifamily industry?,Clean,applied-to-leased-ratio-benchmark-multifamily,"['simple-explanation', 'simple-example']"
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Provide an example of the benchmark for Applied to Leased Ratio in this industry', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Provide an example of the benchmark for Applied to Leased Ratio in this industry', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede.Example,Applied to Leased Ratio,Provide an example of the benchmark for Applied to Leased Ratio in this industry,Clean,applied-to-leased-ratio-benchmark-multifamily,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How can the benchmark for Applied to Leased Ratio be exemplified in multifamily?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How can the benchmark for Applied to Leased Ratio be exemplified in multifamily?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede.Example,Applied to Leased Ratio,How can the benchmark for Applied to Leased Ratio be exemplified in multifamily?,Clean,applied-to-leased-ratio-benchmark-multifamily,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Illustrate the benchmark for Applied to Leased Ratio in multifamily', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Illustrate the benchmark for Applied to Leased Ratio in multifamily', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede.Example,Applied to Leased Ratio,Illustrate the benchmark for Applied to Leased Ratio in multifamily,Clean,applied-to-leased-ratio-benchmark-multifamily,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'What is a case in point for the benchmark for Applied to Leased Ratioin our industry?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'What is a case in point for the benchmark for Applied to Leased Ratioin our industry?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede.Example,Applied to Leased Ratio,What is a case in point for the benchmark for Applied to Leased Ratioin our industry?,Clean,applied-to-leased-ratio-benchmark-multifamily,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'How can you demonstrate the benchmark for Applied to Leased Ratio in the multifamily industry?', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'How can you demonstrate the benchmark for Applied to Leased Ratio in the multifamily industry?', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede.Example,Applied to Leased Ratio,How can you demonstrate the benchmark for Applied to Leased Ratio in the multifamily industry?,Clean,applied-to-leased-ratio-benchmark-multifamily,['simple-example']
"Given the possible list of metric-name-options and information-need-options, pick exactly one metric-name-option and one or more information-need-options","{'question': 'Provide an example of the benchmark for A2L % in this industry', 'pivots': {'conversionRate': {'metric_name_options': ['lead-to-toured-ratio-benchmark-multifamily', 'lead-to-toured-ratio-benchmark', 'lead-to-toured-ratio-metric', 'toured-to-applied-ratio-benchmark-multifamily', 'toured-to-applied-ratio-benchmark', 'toured-to-applied-ratio-metric', 'applied-to-leased-ratio-benchmark-multifamily', 'applied-to-leased-ratio-benchmark', 'applied-to-leased-ratio-metric']}, 'conversionVelocity': {'metric_name_options': ['lead-to-toured-duration-benchmark-multifamily', 'lead-to-toured-duration-benchmark', 'lead-to-toured-duration-metric', 'toured-to-applied-duration-benchmark-multifamily', 'toured-to-applied-duration-benchmark', 'toured-to-applied-duration-metric', 'applied-to-leased-duration-benchmark-multifamily', 'applied-to-leased-duration-benchmark', 'applied-to-leased-duration-metric']}, 'Dimension_name_options': ['date range', 'propertyName', 'orgName'], 'information_need_options': ['simple-explanation', 'simple-example', 'why-is-it-important', 'calculation-explanation', 'calculation-example']}}","{'question': 'Provide an example of the benchmark for A2L % in this industry', 'metric_name_requested': 'applied-to-leased-ratio-benchmark-multifamily', 'information_requested': ['simple-example']}",Applied to Leased Ratio,Multifamily Level,Lede.Example,A2L %,Provide an example of the benchmark for A2L % in this industry,Clean,applied-to-leased-ratio-benchmark-multifamily,['simple-example']
