instruction,input,output,metric,hierarchy,metadata_column_name
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why do we need to measure the benchmark for Toured to Applied Duration in my portfolio?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Elaborate on the benchmark for Toured to Applied Duration for my company', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed explanation of the benchmark for Toured to Applied Duration for my portfolio.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do I calculate the benchmark for Toured to Applied Duration in my PMC?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of the benchmark for Toured to Applied Duration for my PMC', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of the benchmark for Toured to Applied Duration for my portfolio', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a comprehensive example of how the benchmark for Toured to Applied Duration is derived for my company', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,PMC Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the Toured to Applied Duration for my property?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me the Toured to Applied Duration for my property.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Can you tell me the Toured to Applied Duration for my property?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide an example of Toured to Applied Duration', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can Toured to Applied Duration be exemplified for my property?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Illustrate Toured to Applied Duration', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why is Toured to Applied Duration important?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How is Toured to Applied Duration applied from a marketing standpoint?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why do we need to measure Toured to Applied Duration?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Elaborate on Toured to Applied Duration', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed explanation of Toured to Applied Duration.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do I calculate Toured to Applied Duration?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of Toured to Applied Duration', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of Toured to Applied Duration', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a comprehensive example of how Toured to Applied Duration is derived', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionVelocity'},Toured to Applied Duration,Property Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the current multifamily benchmark for Toured to Applied Ratio?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me the Toured to Applied Ratio for multifamily benchmark.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Can you tell me the Toured to Applied Ratio at multifamily level?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide an example of the benchmark for Toured to Applied Ratio in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can the benchmark for Toured to Applied Ratio be exemplified in multifamily?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Illustrate the benchmark for Toured to Applied Ratio in multifamily industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why is the benchmark for Toured to Applied Ratio important in multifamily?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How is the benchmark for Toured to Applied Ratio applied in this industry from a marketing standpoint?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Why do we need to measure the benchmark for Toured to Applied Ratio in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Why it matters?
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Elaborate on the benchmark for Toured to Applied Ratio in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed explanation of the benchmark for Toured to Applied Ratio in multifamily.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How do I calculate the benchmark for Toured to Applied Ratio in multifamily industry?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Godeeper + Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Show me a thorough demonstration of the benchmark for Toured to Applied Ratio in multifamily', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a detailed example of the benchmark for Toured to Applied Ratio in this industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me a comprehensive example of how the benchmark for Toured to Applied Ratio is derived in the multifamily industry', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,Multifamily Level,Godeeper.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'What is the Toured to Applied Ratio for my portfolio?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Give me the Toured to Applied Ratio for my community.', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Can you tell me the Toured to Applied Ratio for my organization?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Lede + Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Provide an example of the benchmark for Toured to Applied Ratio', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'How can the benchmark for Toured to Applied Ratio be exemplified for my company?', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Lede.Example
"You will receive a ""question"" and ""pivot-options"" as your json input.
Your task is to select the ""pivot-option"" whose ""pivot-criteria"" best matches the question.
Please respond with the ""pivot-name"" that corresponds to the matched ""pivot-criteria""
Do not give an explanation.","{'question': 'Illustrate the benchmark for Toured to Applied Ratio for my portfolio', 'pivot-options': [{'pivot-criteria': 'If a ratio or percentage is asked, select ""conversionRatio"" as the ""pivot-name""', 'pivot-name': 'conversionRatio'}, {'pivot-criteria': 'If a duration is asked, select ""conversionVelocity"" as the ""pivot-name""', 'pivot-name': 'conversionVelocity'}]}",{'pivot': 'conversionRatio'},Toured to Applied Ratio,PMC Level,Lede.Example
